"","fy","fund","agency","source","interfund_trans","from_fund","source_name","receipts","data_source","fund_name","agency_name","fund_cat","fund_cat_name.x","fund_ab","fund_ioc","fund_re","a_end","in_ff","fund_name_ab","fund_category","fund_cat_name.y","in_ff_rev","in_ff_exp","source_name_AWM","rev_type","rev_type_name","amnesty","local","type_assigned","med_option_recent","rev_type_new"
"2725",2021,"0523","426","1580",NA,NA,"SOCIAL SECURITY ADMINISTRATION",56843.71,NA,"DEPT OF CORRECTIONS REIMBURSEM","CORRECTIONS","D","SPECIAL STATE FUNDS","0523","0523","0",NA,"1","DEPT OF CORRECTIONS REIMBURSEM","D","Special State Funds","1","1","SOCIAL SECURITY ADMINISTRATION","57","FEDERAL OTHER",NA,0,NA,0,"57"
"2726",2022,"0523","426","1580",NA,"9999","SOCIAL SECURITY ADMINISTRATION",76800,"rev_ioc_22.08.01","DEPT OF CORRECTIONS REIMBURSEM","CORRECTIONS",NA,NA,"0523","0523","0",NA,"1","DEPT OF CORRECTIONS REIMBURSEM","D","Special State Funds","1","1","SOCIAL SECURITY ADMINISTRATION","57","FEDERAL OTHER",NA,0,NA,0,"57"
"2727",2021,"0384","492","1590",NA,NA,"MOTOR FUEL TAX-DECALS",99126.69,NA,"TAX COMPLIANCE & ADMIN","REVENUE","D","SPECIAL STATE FUNDS","0384","0384","0",NA,"1","TAX COMPLIANCE & ADMIN","D","Special State Funds","1","1","MOTOR FUEL TAX-DECALS","78",".",NA,0,NA,0,"78"
"2728",2022,"0384","492","1590",NA,"9999","MOTOR FUEL TAX-DECALS",121403.78,"rev_ioc_22.08.01","TAX COMPLIANCE & ADMIN","REVENUE",NA,NA,"0384","0384","0",NA,"1","TAX COMPLIANCE & ADMIN","D","Special State Funds","1","1","MOTOR FUEL TAX-DECALS","78",".",NA,0,NA,0,"78"
"2729",2021,"0548","525","1594",NA,NA,"DRYCLEANER LATE PAYMENT FEE",72,NA,"DRYCLEANER ENVIRON RESPONSE TR","DRYCLEANER COUNCIL","D","SPECIAL STATE FUNDS","0548","0548","0",NA,"1","DRYCLEANER ENVIRON RESPONSE TR","D","Special State Funds","1","1","DRYCLEANER LATE PAYMENT FEE","39",".",NA,0,NA,0,"39"
"2730",2021,"0548","532","1594",NA,NA,"DRYCLEANER LATE PAYMENT FEE",200,NA,"DRYCLEANER ENVIRON RESPONSE TR","ENVIRONMENTAL PROTECT AGENCY","D","SPECIAL STATE FUNDS","0548","0548","0",NA,"1","DRYCLEANER ENVIRON RESPONSE TR","D","Special State Funds","1","1","DRYCLEANER LATE PAYMENT FEE","39",".",NA,0,NA,0,"39"
"2731",2022,"0548","532","1594",NA,"9999","DRYCLEANER LATE PAYMENT FEE",50,"rev_ioc_22.08.01","DRYCLEANER ENVIRON RESPONSE TR","ENVIRONMENTAL PROTECT AGENCY",NA,NA,"0548","0548","0",NA,"1","DRYCLEANER ENVIRON RESPONSE TR","D","Special State Funds","1","1","DRYCLEANER LATE PAYMENT FEE","39",".",NA,0,NA,0,"39"
"2732",2021,"0548","525","1595",NA,NA,"DRYCLEANER INSURANCE PREMIUMS",59750,NA,"DRYCLEANER ENVIRON RESPONSE TR","DRYCLEANER COUNCIL","D","SPECIAL STATE FUNDS","0548","0548","0",NA,"1","DRYCLEANER ENVIRON RESPONSE TR","D","Special State Funds","1","1","DRYCLEANER INSURANCE PREMIUMS","78",".",NA,0,NA,0,"78"
"2733",2021,"0548","532","1595",NA,NA,"DRYCLEANER INSURANCE PREMIUMS",272613.01,NA,"DRYCLEANER ENVIRON RESPONSE TR","ENVIRONMENTAL PROTECT AGENCY","D","SPECIAL STATE FUNDS","0548","0548","0",NA,"1","DRYCLEANER ENVIRON RESPONSE TR","D","Special State Funds","1","1","DRYCLEANER INSURANCE PREMIUMS","78",".",NA,0,NA,0,"78"
"2734",2022,"0548","532","1595",NA,"9999","DRYCLEANER INSURANCE PREMIUMS",323780,"rev_ioc_22.08.01","DRYCLEANER ENVIRON RESPONSE TR","ENVIRONMENTAL PROTECT AGENCY",NA,NA,"0548","0548","0",NA,"1","DRYCLEANER ENVIRON RESPONSE TR","D","Special State Funds","1","1","DRYCLEANER INSURANCE PREMIUMS","78",".",NA,0,NA,0,"78"
"2735",2021,"0001","426","1597",NA,NA,"DECATUR CORRECTIONS",2071.57,NA,"GENERAL REVENUE","CORRECTIONS","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DECATUR CORRECTIONS","36",".",NA,0,NA,0,"36"
"2736",2022,"0001","426","1597",NA,"9999","DECATUR CORRECTIONS",894.51,"rev_ioc_22.08.01","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","DECATUR CORRECTIONS","36",".",NA,0,NA,0,"36"
"2737",2021,"0001","425","1598",NA,NA,"IYC CHICAGO",470.37,NA,"GENERAL REVENUE","JUVENILE JUSTICE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","IYC CHICAGO","36",".",NA,0,NA,0,"36"
"2738",2022,"0001","425","1598",NA,"9999","IYC CHICAGO",5043.99,"rev_ioc_22.08.01","GENERAL REVENUE","JUVENILE JUSTICE",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","IYC CHICAGO","36",".",NA,0,NA,0,"36"
"2739",2021,"0001","524","1601",NA,NA,"QSWEF TAX CREDIT REPAYMENT",2173597.22,NA,"GENERAL REVENUE","IL COMMERCE COMMISSION","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","QSWEF TAX CREDIT REPAYMENT","12",".",NA,0,NA,0,"12"
"2740",2022,"0001","524","1601",NA,"9999","QSWEF TAX CREDIT REPAYMENT",3711488.89,"rev_ioc_22.08.01","GENERAL REVENUE","IL COMMERCE COMMISSION",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","QSWEF TAX CREDIT REPAYMENT","12",".",NA,0,NA,0,"12"
"2741",2021,"0795","440","1603",NA,NA,"EXAMINATIONS/INTERNATIONAL",1972100.26,NA,"BANK & TRUST COMPANY","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0795","0795","0",NA,"1","BANK & TRUST COMPANY","D","Special State Funds","1","1","EXAMINATIONS/INTERNATIONAL","39",".",NA,0,NA,0,"39"
"2742",2022,"0795","440","1603",NA,"9999","EXAMINATIONS/INTERNATIONAL",2333569.82,"rev_ioc_22.08.01","BANK & TRUST COMPANY","FINANCIAL AND PROFESSIONAL REG",NA,NA,"0795","0795","0",NA,"1","BANK & TRUST COMPANY","D","Special State Funds","1","1","EXAMINATIONS/INTERNATIONAL","39",".",NA,0,NA,0,"39"
"2743",2021,"0795","440","1605",NA,NA,"MISC-INTERNATIONAL",19600,NA,"BANK & TRUST COMPANY","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0795","0795","0",NA,"1","BANK & TRUST COMPANY","D","Special State Funds","1","1","MISC-INTERNATIONAL","39",".",NA,0,NA,0,"39"
"2744",2022,"0795","440","1605",NA,"9999","MISC-INTERNATIONAL",16600,"rev_ioc_22.08.01","BANK & TRUST COMPANY","FINANCIAL AND PROFESSIONAL REG",NA,NA,"0795","0795","0",NA,"1","BANK & TRUST COMPANY","D","Special State Funds","1","1","MISC-INTERNATIONAL","39",".",NA,0,NA,0,"39"
"2745",2021,"0067","588","1612",NA,NA,"RADIATION MACH. INSPECT/REGIS",2422116.52,NA,"RADIATION PROTECTION","IL EMERGENCY MANAGEMENT AGCY","D","SPECIAL STATE FUNDS","0067","0067","0",NA,"1","RADIATION PROTECTION","D","Special State Funds","1","1","RADIATION MACH. INSPECT/REGIS","39",".",NA,0,NA,0,"39"
"2746",2022,"0067","588","1612",NA,"9999","RADIATION MACH. INSPECT/REGIS",2264882.27,"rev_ioc_22.08.01","RADIATION PROTECTION","IL EMERGENCY MANAGEMENT AGCY",NA,NA,"0067","0067","0",NA,"1","RADIATION PROTECTION","D","Special State Funds","1","1","RADIATION MACH. INSPECT/REGIS","39",".",NA,0,NA,0,"39"
"2747",2021,"0067","588","1613",NA,NA,"RADIATION IMAGE/THERAPEUTIC OP",58950,NA,"RADIATION PROTECTION","IL EMERGENCY MANAGEMENT AGCY","D","SPECIAL STATE FUNDS","0067","0067","0",NA,"1","RADIATION PROTECTION","D","Special State Funds","1","1","RADIATION IMAGE/THERAPEUTIC OP","39",".",NA,0,NA,0,"39"
"2748",2022,"0067","588","1613",NA,"9999","RADIATION IMAGE/THERAPEUTIC OP",61100,"rev_ioc_22.08.01","RADIATION PROTECTION","IL EMERGENCY MANAGEMENT AGCY",NA,NA,"0067","0067","0",NA,"1","RADIATION PROTECTION","D","Special State Funds","1","1","RADIATION IMAGE/THERAPEUTIC OP","39",".",NA,0,NA,0,"39"
"2749",2021,"0357","452","1616",NA,NA,"DAY LABOR AGENCIES",651000,NA,"CHILD LABOR ENFORCEMENT","LABOR","D","SPECIAL STATE FUNDS","0357","0357","0",NA,"1","CHILD LABOR ENFORCEMENT","D","Special State Funds","1","1","DAY LABOR AGENCIES","39",".",NA,0,NA,0,"39"
"2750",2022,"0357","452","1616",NA,"9999","DAY LABOR AGENCIES",664250,"rev_ioc_22.08.01","CHILD LABOR ENFORCEMENT","LABOR",NA,NA,"0357","0357","0",NA,"1","CHILD LABOR ENFORCEMENT","D","Special State Funds","1","1","DAY LABOR AGENCIES","39",".",NA,0,NA,0,"39"
"2751",2021,"0262","370","1617",NA,NA,"MANDATORY ARBITRATION/HENRY CO",8208,NA,"MANDATORY ARBITRATION","TREASURER","D","SPECIAL STATE FUNDS","0262","0262","0",NA,"1","MANDATORY ARBITRATION","D","Special State Funds","1","1","MANDATORY ARBITRATION/HENRY CO","39",".",NA,0,NA,0,"39"
"2752",2022,"0262","370","1617",NA,"9999","MANDATORY ARBITRATION/HENRY CO",7178,"rev_ioc_22.08.01","MANDATORY ARBITRATION","TREASURER",NA,NA,"0262","0262","0",NA,"1","MANDATORY ARBITRATION","D","Special State Funds","1","1","MANDATORY ARBITRATION/HENRY CO","39",".",NA,0,NA,0,"39"
"2753",2021,"0262","370","1618",NA,NA,"MANDATORY ARBITRATION/MERCER C",1976,NA,"MANDATORY ARBITRATION","TREASURER","D","SPECIAL STATE FUNDS","0262","0262","0",NA,"1","MANDATORY ARBITRATION","D","Special State Funds","1","1","MANDATORY ARBITRATION/MERCER C","39",".",NA,0,NA,0,"39"
"2754",2022,"0262","370","1618",NA,"9999","MANDATORY ARBITRATION/MERCER C",2160,"rev_ioc_22.08.01","MANDATORY ARBITRATION","TREASURER",NA,NA,"0262","0262","0",NA,"1","MANDATORY ARBITRATION","D","Special State Funds","1","1","MANDATORY ARBITRATION/MERCER C","39",".",NA,0,NA,0,"39"
"2755",2021,"0262","370","1619",NA,NA,"MANDATORY ARBITRATION/ROCK ISL",26604,NA,"MANDATORY ARBITRATION","TREASURER","D","SPECIAL STATE FUNDS","0262","0262","0",NA,"1","MANDATORY ARBITRATION","D","Special State Funds","1","1","MANDATORY ARBITRATION/ROCK ISL","39",".",NA,0,NA,0,"39"
"2756",2022,"0262","370","1619",NA,"9999","MANDATORY ARBITRATION/ROCK ISL",26708,"rev_ioc_22.08.01","MANDATORY ARBITRATION","TREASURER",NA,NA,"0262","0262","0",NA,"1","MANDATORY ARBITRATION","D","Special State Funds","1","1","MANDATORY ARBITRATION/ROCK ISL","39",".",NA,0,NA,0,"39"
"2757",2021,"0262","370","1620",NA,NA,"MANDATORY ARBITRATION/WHITESID",12720,NA,"MANDATORY ARBITRATION","TREASURER","D","SPECIAL STATE FUNDS","0262","0262","0",NA,"1","MANDATORY ARBITRATION","D","Special State Funds","1","1","MANDATORY ARBITRATION/WHITESID","39",".",NA,0,NA,0,"39"
"2758",2022,"0262","370","1620",NA,"9999","MANDATORY ARBITRATION/WHITESID",12520,"rev_ioc_22.08.01","MANDATORY ARBITRATION","TREASURER",NA,NA,"0262","0262","0",NA,"1","MANDATORY ARBITRATION","D","Special State Funds","1","1","MANDATORY ARBITRATION/WHITESID","39",".",NA,0,NA,0,"39"
"2759",2021,"0638","482","1623",NA,NA,"ADOPTION REGISTRY",13830,NA,"IL ADOPT REGISTRY & MED INFO","PUBLIC HEALTH","D","SPECIAL STATE FUNDS","0638","0638","0",NA,"1","IL ADOPT REGISTRY & MED INFO","D","Special State Funds","1","1","ADOPTION REGISTRY","39",".",NA,0,NA,0,"39"
"2760",2022,"0638","482","1623",NA,"9999","ADOPTION REGISTRY",8445,"rev_ioc_22.08.01","IL ADOPT REGISTRY & MED INFO","PUBLIC HEALTH",NA,NA,"0638","0638","0",NA,"1","IL ADOPT REGISTRY & MED INFO","D","Special State Funds","1","1","ADOPTION REGISTRY","39",".",NA,0,NA,0,"39"
"2761",2021,"0664","691","1633",NA,NA,"PORTFOLIO MAINTENANCE FEE",1396860,NA,"STUDENT LOAN OPERATING","IL STUDENT ASSISTANCE COMM","G","FEDERAL TRUST FUNDS","0664","0664","0",NA,"1","STUDENT LOAN OPERATION","G","Federal Trust Funds","1","1","PORTFOLIO MAINTENANCE FEE","39",".",NA,0,NA,0,"39"
"2762",2022,"0664","691","1633",NA,"9999","PORTFOLIO MAINTENANCE FEE",1229429,"rev_ioc_22.08.01","STUDENT LOAN OPERATING","IL STUDENT ASSISTANCE COMM",NA,NA,"0664","0664","0",NA,"1","STUDENT LOAN OPERATION","G","Federal Trust Funds","1","1","PORTFOLIO MAINTENANCE FEE","39",".",NA,0,NA,0,"39"
"2763",2021,"0664","691","1634",NA,NA,"FEDERAL DIRECT CONSOLIDATION",1869139.63,NA,"STUDENT LOAN OPERATING","IL STUDENT ASSISTANCE COMM","G","FEDERAL TRUST FUNDS","0664","0664","0",NA,"1","STUDENT LOAN OPERATION","G","Federal Trust Funds","1","1","FEDERAL DIRECT CONSOLIDATION","39",".",NA,0,NA,0,"39"
"2764",2022,"0664","691","1634",NA,"9999","FEDERAL DIRECT CONSOLIDATION",96878.01,"rev_ioc_22.08.01","STUDENT LOAN OPERATING","IL STUDENT ASSISTANCE COMM",NA,NA,"0664","0664","0",NA,"1","STUDENT LOAN OPERATION","G","Federal Trust Funds","1","1","FEDERAL DIRECT CONSOLIDATION","39",".",NA,0,NA,0,"39"
"2765",2021,"0612","492","1635",NA,NA,"WIRELESS 0911 SURCHARGE",9852793.13,NA,"STATEWIDE 911","REVENUE","D","SPECIAL STATE FUNDS","0612-B","0612","2",NA,"1","STATEWIDE 911","D","Special State Funds","1","1","WIRELESS 0911 SURCHARGE","12",".",NA,0,NA,0,"12"
"2766",2021,"0612","493","1635",NA,NA,"WIRELESS 0911 SURCHARGE",209322464.16,NA,"STATEWIDE 911","STATE POLICE","D","SPECIAL STATE FUNDS","0612-B","0612","2",NA,"1","STATEWIDE 911","D","Special State Funds","1","1","WIRELESS 0911 SURCHARGE","12",".",NA,0,NA,0,"12"
"2767",2021,"0613","493","1635",NA,NA,"WIRELESS 0911 SURCHARGE",1098239.74,NA,"WIRELESS CARRIER REIMBURSEMENT","STATE POLICE","D","SPECIAL STATE FUNDS","0613","0613","0",NA,"1","WIRELESS CARRIER REIMBURSEMENT","D","Special State Funds","1","1","WIRELESS 0911 SURCHARGE","12",".",NA,0,NA,0,"12"
"2768",2022,"0612","492","1635",NA,"9999","WIRELESS 0911 SURCHARGE",9344511.34,"rev_ioc_22.08.01","STATEWIDE 911","REVENUE",NA,NA,"0612-B","0612","2",NA,"1","STATEWIDE 911","D","Special State Funds","1","1","WIRELESS 0911 SURCHARGE","12",".",NA,0,NA,0,"12"
"2769",2022,"0612","493","1635",NA,"9999","WIRELESS 0911 SURCHARGE",200515056.02,"rev_ioc_22.08.01","STATEWIDE 911","STATE POLICE",NA,NA,"0612-B","0612","2",NA,"1","STATEWIDE 911","D","Special State Funds","1","1","WIRELESS 0911 SURCHARGE","12",".",NA,0,NA,0,"12"
"2770",2022,"0613","493","1635",NA,"9999","WIRELESS 0911 SURCHARGE",65344.48,"rev_ioc_22.08.01","WIRELESS CARRIER REIMBURSEMENT","STATE POLICE",NA,NA,"0613","0613","0",NA,"1","WIRELESS CARRIER REIMBURSEMENT","D","Special State Funds","1","1","WIRELESS 0911 SURCHARGE","12",".",NA,0,NA,0,"12"
"2771",2021,"0850","440","1638",NA,NA,"REAL ESTATE FEES",9373073.94,NA,"REAL ESTATE LICENSE ADMIN","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0850","0850","0",NA,"1","REAL ESTATE LICENSE ADMIN","D","Special State Funds","1","1","REAL ESTATE FEES","39",".",NA,0,NA,0,"39"
"2772",2022,"0850","440","1638",NA,"9999","REAL ESTATE FEES",9027956.19,"rev_ioc_22.08.01","REAL ESTATE LICENSE ADMIN","FINANCIAL AND PROFESSIONAL REG",NA,NA,"0850","0850","0",NA,"1","REAL ESTATE LICENSE ADMIN","D","Special State Funds","1","1","REAL ESTATE FEES","39",".",NA,0,NA,0,"39"
"2773",2021,"0579","440","1641",NA,NA,"THRIFT FEES",2000,NA,"SAVINGS BANK REGULATORY","FINANCIAL AND PROFESSIONAL REG","D","SPECIAL STATE FUNDS","0579-B","0579","2",NA,"1","SAVING INSTITUTIONS REGULATORY","D","Special State Funds","1","1","THRIFT FEES","39",".",NA,0,NA,0,"39"
"2774",2022,"0579","440","1641",NA,"9999","THRIFT FEES",2750,"rev_ioc_22.08.01","SAVINGS BANK REGULATORY","FINANCIAL AND PROFESSIONAL REG",NA,NA,"0579-B","0579","2",NA,"1","SAVING INSTITUTIONS REGULATORY","D","Special State Funds","1","1","THRIFT FEES","39",".",NA,0,NA,0,"39"
"2775",2021,"0001","444","1645",NA,NA,"SEXUALLY VIOLENT PROGRAM",9948.18,NA,"GENERAL REVENUE","HUMAN SERVICES","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","SEXUALLY VIOLENT PROGRAM","36",".",NA,0,NA,0,"36"
"2776",2022,"0001","444","1645",NA,"9999","SEXUALLY VIOLENT PROGRAM",7201.63,"rev_ioc_22.08.01","GENERAL REVENUE","HUMAN SERVICES",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","SEXUALLY VIOLENT PROGRAM","36",".",NA,0,NA,0,"36"
"2777",2021,"0001","370","1648",NA,NA,"INB CLEARING MONEY MARKET",22.88,NA,"GENERAL REVENUE","TREASURER","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","INB CLEARING MONEY MARKET","63",".",NA,0,NA,0,"78"
"2778",2022,"0001","370","1648",NA,"9999","INB CLEARING MONEY MARKET",78.72,"rev_ioc_22.08.01","GENERAL REVENUE","TREASURER",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","INB CLEARING MONEY MARKET","63",".",NA,0,NA,0,"78"
"2779",2022,"0339","684","1657",NA,"9999","DHS/FEDERAL PROJECTS FUND",3834975,"rev_ioc_22.08.01","IL COMM COLL BRD CONTRCT & GRT","IL COMMUNITY COLLEGE BOARD",NA,NA,"0339","0339","0",NA,"1","IL COMM COLL BRD CONTRCT & GRT","D","Special State Funds","1","1","DHS/FEDERAL PROJECTS FUND","57","FEDERAL OTHER",NA,0,NA,0,"57"
"2780",2021,"0185","350","1661",NA,NA,"ORGAN DONOR AWARENESS",15309,NA,"SECRETARY OF STATE SPEC LIC PL","SECRETARY OF STATE","D","SPECIAL STATE FUNDS","0185","0185","0",NA,"1","SECRETARY OF STATE SPEC LIC PL","D","Special State Funds","1","1","ORGAN DONOR AWARENESS","42",".",NA,0,NA,0,"42"
"2781",2021,"0716","350","1661",NA,NA,"ORGAN DONOR AWARENESS",133316,NA,"ORGAN DONOR AWARENESS","SECRETARY OF STATE","D","SPECIAL STATE FUNDS","0716","0716","0",NA,"1","ORGAN DONOR AWARENESS","D","Special State Funds","1","1","ORGAN DONOR AWARENESS","42",".",NA,0,NA,0,"42"
"2782",2022,"0185","350","1661",NA,"9999","ORGAN DONOR AWARENESS",14039,"rev_ioc_22.08.01","SECRETARY OF STATE SPEC LIC PL","SECRETARY OF STATE",NA,NA,"0185","0185","0",NA,"1","SECRETARY OF STATE SPEC LIC PL","D","Special State Funds","1","1","ORGAN DONOR AWARENESS","42",".",NA,0,NA,0,"42"
"2783",2022,"0716","350","1661",NA,"9999","ORGAN DONOR AWARENESS",114486,"rev_ioc_22.08.01","ORGAN DONOR AWARENESS","SECRETARY OF STATE",NA,NA,"0716","0716","0",NA,"1","ORGAN DONOR AWARENESS","D","Special State Funds","1","1","ORGAN DONOR AWARENESS","42",".",NA,0,NA,0,"42"
"2784",2021,"0574","422","1679",NA,NA,"ACCESS FEES",70407.5,NA,"OFF HIGHWAY VEHICLE TRAILS","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0574","0574","0",NA,"1","OFF HIGHWAY VEHICLE TRAILS","D","Special State Funds","1","1","ACCESS FEES","39",".",NA,0,NA,0,"39"
"2785",2022,"0574","422","1679",NA,"9999","ACCESS FEES",68780,"rev_ioc_22.08.01","OFF HIGHWAY VEHICLE TRAILS","NATURAL RESOURCES",NA,NA,"0574","0574","0",NA,"1","OFF HIGHWAY VEHICLE TRAILS","D","Special State Funds","1","1","ACCESS FEES","39",".",NA,0,NA,0,"39"
"2786",2021,"0001","426","1685",NA,NA,"LAWRENCE CORRECTIONAL CENTER",5915.04,NA,"GENERAL REVENUE","CORRECTIONS","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","LAWRENCE CORRECTIONAL CENTER","36",".",NA,0,NA,0,"36"
"2787",2022,"0001","426","1685",NA,"9999","LAWRENCE CORRECTIONAL CENTER",8850.5,"rev_ioc_22.08.01","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","LAWRENCE CORRECTIONAL CENTER","36",".",NA,0,NA,0,"36"
"2788",2021,"0052","427","1689",NA,NA,"ONE STOP PARTICIPANTS",327297.14,NA,"FEDERAL TITLE III SS & EMPLOY","EMPLOYMENT SECURITY","G","FEDERAL TRUST FUNDS","0052","0052","0",NA,"1","FEDERAL TITLE III SS & EMPLOY","G","Federal Trust Funds","1","1","ONE STOP PARTICIPANTS","57","FEDERAL OTHER",NA,0,NA,0,"57"
"2789",2022,"0052","427","1689",NA,"9999","ONE STOP PARTICIPANTS",151819.76,"rev_ioc_22.08.01","FEDERAL TITLE III SS & EMPLOY","EMPLOYMENT SECURITY",NA,NA,"0052","0052","0",NA,"1","FEDERAL TITLE III SS & EMPLOY","G","Federal Trust Funds","1","1","ONE STOP PARTICIPANTS","57","FEDERAL OTHER",NA,0,NA,0,"57"
"2790",2021,"0502","444","1690",NA,NA,"PARENT FEES",745549.09,NA,"EARLY INTERVENTION SERVICE REV","HUMAN SERVICES","I","STATE TRUST FUNDS","0502","0502","0",NA,"1","EARLY INTERVENTION SERVICE REV","I","State Trust Funds","1","1","PARENT FEES","39",".",NA,0,NA,0,"39"
"2791",2022,"0502","444","1690",NA,"9999","PARENT FEES",184338.76,"rev_ioc_22.08.01","EARLY INTERVENTION SERVICE REV","HUMAN SERVICES",NA,NA,"0502","0502","0",NA,"1","EARLY INTERVENTION SERVICE REV","I","State Trust Funds","1","1","PARENT FEES","39",".",NA,0,NA,0,"39"
"2792",2021,"0740","478","1691",NA,NA,"MEDICAID PAYMENTS",8842,NA,"MEDICAID BUY IN PROGRAM REVOLV","HEALTHCARE & FAMILY SERVICES","D","SPECIAL STATE FUNDS","0740","0740","0",NA,"1","MEDICAID BUY IN PROGRAM REVOLV","D","Special State Funds","1","1","MEDICAID PAYMENTS","36",".",NA,0,NA,0,"36"
"2793",2022,"0740","478","1691",NA,"9999","MEDICAID PAYMENTS",17432,"rev_ioc_22.08.01","MEDICAID BUY IN PROGRAM REVOLV","HEALTHCARE & FAMILY SERVICES",NA,NA,"0740","0740","0",NA,"1","MEDICAID BUY IN PROGRAM REVOLV","D","Special State Funds","1","1","MEDICAID PAYMENTS","36",".",NA,0,NA,0,"36"
"2794",2021,"0001","370","1692",NA,NA,"IL FUNDS CLEARING MMF",298942,NA,"GENERAL REVENUE","TREASURER","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","IL FUNDS CLEARING MMF","63",".",NA,0,NA,0,"78"
"2795",2022,"0001","370","1692",NA,"9999","IL FUNDS CLEARING MMF",567733.56,"rev_ioc_22.08.01","GENERAL REVENUE","TREASURER",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","IL FUNDS CLEARING MMF","63",".",NA,0,NA,0,"78"
"2796",2021,"0118","482","1694",NA,NA,"SWIMMING FACILITIES",1292905.1,NA,"FACILITY LICENSING","PUBLIC HEALTH","D","SPECIAL STATE FUNDS","0118","0118","0",NA,"1","FACILITY LICENSING","D","Special State Funds","1","1","SWIMMING FACILITIES","39",".",NA,0,NA,0,"39"
"2797",2022,"0118","482","1694",NA,"9999","SWIMMING FACILITIES",1515429.5,"rev_ioc_22.08.01","FACILITY LICENSING","PUBLIC HEALTH",NA,NA,"0118","0118","0",NA,"1","FACILITY LICENSING","D","Special State Funds","1","1","SWIMMING FACILITIES","39",".",NA,0,NA,0,"39"
"2798",2021,"0118","482","1695",NA,NA,"SWIMMING FACILITIES",11196.8,NA,"FACILITY LICENSING","PUBLIC HEALTH","D","SPECIAL STATE FUNDS","0118","0118","0",NA,"1","FACILITY LICENSING","D","Special State Funds","1","1","SWIMMING FACILITIES","78",".",NA,0,NA,0,"78"
"2799",2022,"0118","482","1695",NA,"9999","SWIMMING FACILITIES",12865.05,"rev_ioc_22.08.01","FACILITY LICENSING","PUBLIC HEALTH",NA,NA,"0118","0118","0",NA,"1","FACILITY LICENSING","D","Special State Funds","1","1","SWIMMING FACILITIES","78",".",NA,0,NA,0,"78"
"2800",2021,"0732","350","1696",NA,NA,"HEARING FEES",3046360,NA,"SECRETARY OF STATE DUI ADMINIS","SECRETARY OF STATE","D","SPECIAL STATE FUNDS","0732","0732","0",NA,"1","SECRETARY OF STATE DUI ADMINIS","D","Special State Funds","1","1","HEARING FEES","39",".",NA,0,NA,0,"39"
"2801",2022,"0732","350","1696",NA,"9999","HEARING FEES",2729580,"rev_ioc_22.08.01","SECRETARY OF STATE DUI ADMINIS","SECRETARY OF STATE",NA,NA,"0732","0732","0",NA,"1","SECRETARY OF STATE DUI ADMINIS","D","Special State Funds","1","1","HEARING FEES","39",".",NA,0,NA,0,"39"
"2802",2021,"0372","482","1711",NA,NA,"PLUMBING VIOLATIONS",1559.56,NA,"PLUMBING LICENSURE & PROGRAM","PUBLIC HEALTH","D","SPECIAL STATE FUNDS","0372","0372","0",NA,"1","PLUMBING LICENSURE & PROGRAM","D","Special State Funds","1","1","PLUMBING VIOLATIONS","78",".",NA,0,NA,0,"78"
"2803",2022,"0372","482","1711",NA,"9999","PLUMBING VIOLATIONS",7139.68,"rev_ioc_22.08.01","PLUMBING LICENSURE & PROGRAM","PUBLIC HEALTH",NA,NA,"0372","0372","0",NA,"1","PLUMBING LICENSURE & PROGRAM","D","Special State Funds","1","1","PLUMBING VIOLATIONS","78",".",NA,0,NA,0,"78"
"2804",2021,"0118","482","1712",NA,NA,"MANUFACTURE HOME LICENSE",62750,NA,"FACILITY LICENSING","PUBLIC HEALTH","D","SPECIAL STATE FUNDS","0118","0118","0",NA,"1","FACILITY LICENSING","D","Special State Funds","1","1","MANUFACTURE HOME LICENSE","39",".",NA,0,NA,0,"39"
