fy,fund,agency,source,interfund_trans,from_fund,source_name.x,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,revenuesource,total,source_name_AWM,source_name.y,source_name_formula,rev_type,rev_type_name,amnesty,local,type_assigned,source_flag,med_option_recent,rev_type_new
2012,0001,482,1112,0,9999,HEALTH CARE FACILITY & PROG,189549.83,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,39,.,NA,0,NA,NA,0,39
2013,0001,482,1112,0,9999,HEALTH CARE FACILITY & PROG,231398.4,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,39,.,NA,0,NA,NA,0,39
2014,0001,482,1112,0,9999,HEALTH CARE FACILITY & PROG,281653.28,rev IOC 15.09.28,GENERAL REVENUE,PUBLIC HEALTH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,39,.,NA,0,NA,NA,0,39
2015,0001,482,1112,0,9999,HEALTH CARE FACILITY & PROG,293468.51,rev ioc 16.01.07,GENERAL REVENUE,PUBLIC HEALTH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,39,.,NA,0,NA,NA,0,39
2016,0001,482,1112,0,9999,HEALTH CARE FACILITY & PROG,293606.22,rev ioc 16.08.04,GENERAL REVENUE,PUBLIC HEALTH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,39,.,NA,0,NA,NA,0,39
2017,0001,482,1112,0,9999,HEALTH CARE FACILITY & PROG,236113.58,rev ioc 17.11.29,GENERAL REVENUE,PUBLIC HEALTH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,39,.,NA,0,NA,NA,0,39
2018,0001,482,1112,0,9999,HEALTH CARE FACILITY & PROG,303794.75,NA,GENERAL REVENUE,PUBLIC HEALTH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,39,.,NA,0,NA,NA,0,39
2019,0001,482,1112,0,9999,HEALTH CARE FACILITY & PROG,281975.81,rev ioc 12.11.2019,GENERAL REVENUE,PUBLIC HEALTH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,39,.,NA,0,NA,NA,0,39
2020,0001,482,1112,0,9999,HEALTH CARE FACILITY & PROG,269780.62,rev ioc 03.11.2020,GENERAL REVENUE,PUBLIC HEALTH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,39,.,NA,0,NA,NA,0,39
2021,0001,482,1112,NA,NA,HEALTH CARE FACILITY & PROG,238703.64,NA,GENERAL REVENUE,PUBLIC HEALTH,A,GENERAL FUNDS,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,39,.,NA,0,NA,NA,0,39
2022,0001,482,1112,NA,9999,HEALTH CARE FACILITY & PROG,305267.69,rev_ioc_22.08.01,GENERAL REVENUE,PUBLIC HEALTH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,HEALTH CARE FACILITY & PROG,39,.,NA,0,NA,NA,0,39
1999,0159,586,1113,0,.,TRANSFER/REGION FUND BALANCE,303511.11,rev_IOC 13.08.02,NA,NA,NA,NA,0159,0159,0,NA,1,SBE TEACHER CERTIFICATION INST,I,State Trust Funds,1,1,NA,NA,TRANSFER/REGION FUND BALANCE,TRANSFER/REGION FUND BALANCE,TRANSFER/REGION FUND BALANCE,39,.,NA,0,NA,NA,0,39
2004,0159,586,1113,0,.,TRANSFER/REGION FUND BALANCE,3537,rev IOC 13.08.02,NA,NA,NA,NA,0159,0159,0,NA,1,SBE TEACHER CERTIFICATION INST,I,State Trust Funds,1,1,NA,NA,TRANSFER/REGION FUND BALANCE,TRANSFER/REGION FUND BALANCE,TRANSFER/REGION FUND BALANCE,39,.,NA,0,NA,NA,0,39
1998,0001,579,1365,0,.,HORSEMEN-THOROUGHBRED,268335,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
1999,0001,579,1365,0,.,HORSEMEN-THOROUGHBRED,245660,rev_IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2000,0001,579,1365,0,.,HORSEMEN-THOROUGHBRED,260302.87,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2001,0001,579,1365,0,.,HORSEMEN-THOROUGHBRED,234375.62,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2002,0001,579,1365,0,.,HORSEMEN-THOROUGHBRED,274320,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2003,0001,579,1365,0,.,HORSEMEN-THOROUGHBRED,253077,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2004,0001,492,1365,0,.,HORSEMEN-THOROUGHBRED,221988,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2005,0001,492,1365,0,.,HORSEMEN-THOROUGHBRED,233759.5,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2006,0001,492,1365,0,.,HORSEMEN-THOROUGHBRED,251900,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2007,0001,492,1365,0,9999,HORSEMEN-THOROUGHBRED,240688,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2008,0001,492,1365,0,9999,HORSEMEN-THOROUGHBRED,253504.24,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2009,0001,492,1365,0,9999,HORSEMEN-THOROUGHBRED,234443,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2010,0001,579,1365,0,9999,HORSEMEN-THOROUGHBRED,208528.45,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2011,0001,579,1365,0,9999,HORSEMEN-THOROUGHBRED,170035,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2012,0001,579,1365,0,9999,OCCUPATION LICENSES,191459.5,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2013,0001,579,1365,0,9999,OCCUPATION LICENSES,24922,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2013,0632,579,1365,0,9999,OCCUPATION LICENSES,166278,rev IOC 13.08.02,NA,NA,NA,NA,0632,0632,0,NA,1,HORSE RACING,D,Special State Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2014,0632,579,1365,0,9999,OCCUPATION LICENSES,189855,rev IOC 15.09.28,HORSE RACING,RACING BOARD,NA,NA,0632,0632,0,NA,1,HORSE RACING,D,Special State Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2015,0632,579,1365,0,9999,OCCUPATION LICENSES,173000,rev ioc 16.01.07,HORSE RACING,RACING BOARD,NA,NA,0632,0632,0,NA,1,HORSE RACING,D,Special State Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2016,0632,579,1365,0,9999,OCCUPATION LICENSES,150300,rev ioc 16.08.04,HORSE RACING,RACING BOARD,NA,NA,0632,0632,0,NA,1,HORSE RACING,D,Special State Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2017,0632,579,1365,0,9999,OCCUPATION LICENSES,126225,rev ioc 17.11.29,HORSE RACING,RACING BOARD,NA,NA,0632,0632,0,NA,1,HORSE RACING,D,Special State Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2018,0632,579,1365,0,9999,OCCUPATION LICENSES,130093.46,NA,HORSE RACING,RACING BOARD,NA,NA,0632,0632,0,NA,1,HORSE RACING,D,Special State Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2019,0632,579,1365,0,9999,OCCUPATION LICENSES,115081.54,rev ioc 12.11.2019,HORSE RACING,RACING BOARD,NA,NA,0632,0632,0,NA,1,HORSE RACING,D,Special State Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2020,0632,579,1365,0,9999,OCCUPATION LICENSES,94700,rev ioc 03.11.2020,HORSE RACING,RACING BOARD,NA,NA,0632,0632,0,NA,1,HORSE RACING,D,Special State Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2021,0632,579,1365,NA,NA,OCCUPATION LICENSES,139669.5,NA,HORSE RACING,RACING BOARD,D,SPECIAL STATE FUNDS,0632,0632,0,NA,1,HORSE RACING,D,Special State Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
2022,0632,579,1365,NA,9999,OCCUPATION LICENSES,102475,rev_ioc_22.08.01,HORSE RACING,RACING BOARD,NA,NA,0632,0632,0,NA,1,HORSE RACING,D,Special State Funds,1,1,NA,NA,OCCUPATION LICENSES,OCCUPATION LICENSES,OCCUPATION LICENSES,39,.,NA,0,NA,NA,0,39
1998,0430,406,1366,0,.,LIVESTOCK MANAGEMENT FEES,9160,rev IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
1999,0430,406,1366,0,.,LIVESTOCK MANAGEMENT FEES,1550,rev_IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2000,0430,406,1366,0,.,LIVESTOCK MANAGEMENT FEES,9030,rev IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2001,0430,406,1366,0,.,LIVESTOCK MANAGEMENT FEES,15430,rev IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2002,0430,406,1366,0,.,LIVESTOCK MANAGEMENT FEES,21770,rev IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2003,0430,406,1366,0,.,LIVESTOCK MANAGEMENT FEES,26680,rev IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2004,0430,406,1366,0,.,LIVESTOCK MANAGEMENT FEES,20580,rev IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2005,0430,406,1366,0,.,LIVESTOCK MANAGEMENT FEES,22770,rev IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2006,0430,406,1366,0,.,LIVESTOCK MANAGEMENT FEES,33580,rev IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2007,0430,406,1366,0,9999,LIVESTOCK MANAGEMENT FEES,30490,rev IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2008,0430,406,1366,0,9999,LIVESTOCK MANAGEMENT FEES,29680,rev IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2009,0430,406,1366,0,9999,LIVESTOCK MANAGEMENT FEES,26460,rev IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2010,0430,406,1366,0,9999,LIVESTOCK MANAGEMENT FEES,16460,rev IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2011,0430,406,1366,0,9999,LIVESTOCK MANAGEMENT FEES,17910,rev IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2012,0430,406,1366,0,9999,LIVESTOCK MANAGEMENT FEES,33100,rev IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2013,0430,406,1366,0,9999,LIVESTOCK MANAGEMENT FEES,35640,rev IOC 13.08.02,NA,NA,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2014,0430,406,1366,0,9999,LIVESTOCK MANAGEMENT FEES,30450,rev IOC 15.09.28,LIVESTOCK MGMT FACILITIES,AGRICULTURE,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2015,0430,406,1366,0,9999,LIVESTOCK MANAGEMENT FEES,40450,rev ioc 16.01.07,LIVESTOCK MGMT FACILITIES,AGRICULTURE,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2016,0430,406,1366,0,9999,LIVESTOCK MANAGEMENT FEES,38010,rev ioc 16.08.04,LIVESTOCK MGMT FACILITIES,AGRICULTURE,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2017,0430,406,1366,0,9999,LIVESTOCK MANAGEMENT FEES,33287,rev ioc 17.11.29,LIVESTOCK MGMT FACILITIES,AGRICULTURE,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2018,0430,406,1366,0,9999,LIVESTOCK MANAGEMENT FEES,35120,NA,LIVESTOCK MGMT FACILITIES,AGRICULTURE,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2019,0430,406,1366,0,9999,LIVESTOCK MANAGEMENT FEES,23190,rev ioc 12.11.2019,LIVESTOCK MGMT FACILITIES,AGRICULTURE,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2020,0430,406,1366,0,9999,LIVESTOCK MANAGEMENT FEES,23355,rev ioc 03.11.2020,LIVESTOCK MGMT FACILITIES,AGRICULTURE,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2021,0430,406,1366,NA,NA,LIVESTOCK MANAGEMENT FEES,23280,NA,LIVESTOCK MGMT FACILITIES,AGRICULTURE,D,SPECIAL STATE FUNDS,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
2022,0430,406,1366,NA,9999,LIVESTOCK MANAGEMENT FEES,11990,rev_ioc_22.08.01,LIVESTOCK MGMT FACILITIES,AGRICULTURE,NA,NA,0430,0430,0,NA,1,LIVESTOCK MGMT FACILITIES,D,Special State Funds,1,1,NA,NA,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,LIVESTOCK MANAGEMENT FEES,39,.,NA,0,NA,NA,0,39
1999,0844,295,1367,0,.,CRIM JUST INFO AUTH,75922.72,rev_IOC 13.08.02,NA,NA,NA,NA,0844,0844,0,NA,1,CONTINUING LEGAL EDUC TRUST,D,Special State Funds,1,1,NA,NA,CRIM JUST INFO AUTH,CRIM JUST INFO AUTH,CRIM JUST INFO AUTH,39,.,NA,0,NA,NA,0,39
2000,0844,295,1367,0,.,CRIM JUST INFO AUTH,26323,rev IOC 13.08.02,NA,NA,NA,NA,0844,0844,0,NA,1,CONTINUING LEGAL EDUC TRUST,D,Special State Funds,1,1,NA,NA,CRIM JUST INFO AUTH,CRIM JUST INFO AUTH,CRIM JUST INFO AUTH,39,.,NA,0,NA,NA,0,39
2002,0844,295,1367,0,.,CRIM JUST INFO AUTH,130000,rev IOC 13.08.02,NA,NA,NA,NA,0844,0844,0,NA,1,CONTINUING LEGAL EDUC TRUST,D,Special State Funds,1,1,NA,NA,CRIM JUST INFO AUTH,CRIM JUST INFO AUTH,CRIM JUST INFO AUTH,39,.,NA,0,NA,NA,0,39
2003,0844,295,1367,0,.,CRIM JUST INFO AUTH,139667,rev IOC 13.08.02,NA,NA,NA,NA,0844,0844,0,NA,1,CONTINUING LEGAL EDUC TRUST,D,Special State Funds,1,1,NA,NA,CRIM JUST INFO AUTH,CRIM JUST INFO AUTH,CRIM JUST INFO AUTH,39,.,NA,0,NA,NA,0,39
2004,0844,295,1367,0,.,CRIM JUST INFO AUTH,91034,rev IOC 13.08.02,NA,NA,NA,NA,0844,0844,0,NA,1,CONTINUING LEGAL EDUC TRUST,D,Special State Funds,1,1,NA,NA,CRIM JUST INFO AUTH,CRIM JUST INFO AUTH,CRIM JUST INFO AUTH,39,.,NA,0,NA,NA,0,39
2005,0844,295,1367,0,.,CRIM JUST INFO AUTH,155503.95,rev IOC 13.08.02,NA,NA,NA,NA,0844,0844,0,NA,1,CONTINUING LEGAL EDUC TRUST,D,Special State Funds,1,1,NA,NA,CRIM JUST INFO AUTH,CRIM JUST INFO AUTH,CRIM JUST INFO AUTH,39,.,NA,0,NA,NA,0,39
2006,0844,295,1367,0,.,CRIM JUST INFO AUTH,25000,rev IOC 13.08.02,NA,NA,NA,NA,0844,0844,0,NA,1,CONTINUING LEGAL EDUC TRUST,D,Special State Funds,1,1,NA,NA,CRIM JUST INFO AUTH,CRIM JUST INFO AUTH,CRIM JUST INFO AUTH,39,.,NA,0,NA,NA,0,39
1998,0001,579,1368,0,.,THOROUGHBRED RACING,128420,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,ORGANIZATION LICENSES,ORGANIZATION LICENSES,ORGANIZATION LICENSES,39,.,NA,0,NA,NA,0,39
1999,0001,579,1368,0,.,THOROUGHBRED RACING,116565,rev_IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,ORGANIZATION LICENSES,ORGANIZATION LICENSES,ORGANIZATION LICENSES,39,.,NA,0,NA,NA,0,39
2000,0001,579,1368,0,.,THOROUGHBRED RACING,103855,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,ORGANIZATION LICENSES,ORGANIZATION LICENSES,ORGANIZATION LICENSES,39,.,NA,0,NA,NA,0,39
2001,0001,579,1368,0,.,THOROUGHBRED RACING,111940,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,ORGANIZATION LICENSES,ORGANIZATION LICENSES,ORGANIZATION LICENSES,39,.,NA,0,NA,NA,0,39
2002,0001,579,1368,0,.,THOROUGHBRED RACING,107050,rev IOC 13.08.02,NA,NA,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,ORGANIZATION LICENSES,ORGANIZATION LICENSES,ORGANIZATION LICENSES,39,.,NA,0,NA,NA,0,39
