fy,fund,fund_name,agency,agency_name,appr_org,org_name,obj_seq_type,appn_net_xfer,expenditure,data_source,object,category,sequence,type,trans_agency,trans_type,wh_approp_name,fund_cat,fund_cat_name.x,expenditurethrough6302022,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,refund,pension,eehc,group,group_name,year
2019,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,555000,374324.21,exp ioc 12.11.2019,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2019
2020,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,555000,367309.54,exp ioc 03.11.2020,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2020
2021,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,555000,407007.34,NA,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,D,SPECIAL STATE FUNDS,NA,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2021
2022,0298,"NATURAL AREAS ACQUISITION",422,"NATURAL RESOURCES",20,RESOURCE CONSERVATION,11800000,422800,409031.3,exp_ioc_22.08.01,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,394404.63,0298,0298,0,NA,1,"NATURAL AREAS ACQUISITION",D,Special State Funds,1,1,not refund,0,1,422,422,2022
1998,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,1027000,970982.35,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,1998
1999,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,1175200,1022076.55,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,1999
2000,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,1247000,1192792.58,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2000
2001,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,1653100,1652590.31,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2001
2002,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,1806000,1772923.89,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2002
2003,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,1999500,1464069.55,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2003
2004,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,1979200,1516274,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2004
2005,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,2268000,2077811.57,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2005
2006,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,2290900,2283264.44,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2006
2007,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,2208000,2194448.45,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2007
2008,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,2323600,2237629.76,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2008
2009,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,2559900,1997263.42,exp IOC 13.10.15,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2009
2010,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,2385000,1835335.6,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2010
2011,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,2631900,2176345.3,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2011
2012,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,2599300,2528943.36,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2012
2013,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,3335000,2868191.52,exp IOC 14.09.08,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2013
2014,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,3335000,2700160.66,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2014
2015,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,3335000,2590732.95,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2015
2016,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,3504000,2666271.38,exp ioc 16.10.24,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2016
2017,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,3360000,581281.6,exp ioc 17.11.29,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2017
2018,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,2760000,1811030.87,NA,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2018
2019,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,2880000,1963055.37,exp ioc 12.11.2019,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2019
2020,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,2880000,1680370.21,exp ioc 03.11.2020,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2020
2021,0301,WORKING CAPITAL REVOLVING,426,CORRECTIONS,98,CORRECTIONAL INDUSTRIES,11800000,3180000,1274812.88,NA,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,H,REVOLVING FUNDS,NA,0301,0301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,not refund,0,1,426,426,2021
1998,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,68900,48088.86,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,1998
1998,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,1229600,1153711.42,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,1998
1999,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,71100,49409.22,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,1999
1999,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,1268200,1201878.53,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,1999
2000,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,75400,57028.84,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2000
2000,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,1348700,1347553.44,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2000
2001,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,81400,62101.11,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2001
2001,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,1694600,1627898.23,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2001
2002,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,92400,74962.08,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2002
2002,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,1923600,1865222.09,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2002
2003,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,102300,70491.46,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2003
2003,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,2129700,1826294.32,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2003
2004,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,121000,78522.78,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2004
2004,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,2519000,1988076.62,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2004
2005,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,96000,88836.64,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2005
2005,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,2419400,2354957.86,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2005
2006,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,110400,95233.91,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2006
2006,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,2484000,2294200.73,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2006
2007,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,29000,6102.87,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2007
2007,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,2633100,2111211.47,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2007
2008,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,2702800,2200996.55,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2008
2009,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,2544000,2226141.47,exp IOC 13.10.15,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2009
2010,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,2544000,2179353.94,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2010
2011,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,2704000,1517211.56,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2011
2012,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,2855700,2849923.25,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2012
2013,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,10,BUREAU OF SUPPORT SERVICES,11800000,3561000,3547906.14,exp IOC 14.09.08,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2013
2014,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,45,AGENCY SERVICES,11800000,4340000,3159942.56,exp IOC 15.04.28,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2014
2015,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,45,AGENCY SERVICES,11800000,4060000,2832988.19,exp ioc 16.01.07,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2015
2016,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,45,AGENCY SERVICES,11800000,4060000,2231711.37,exp ioc 16.10.24,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2016
2017,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,72000,21612.06,exp ioc 17.11.29,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2017
2017,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,45,AGENCY SERVICES,11800000,4060000,1867318.87,exp ioc 17.11.29,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2017
2018,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,45,AGENCY SERVICES,11800000,4060000,2972685.7,NA,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2018
2019,0303,STATE GARAGE REVOLVING,416,CENTRAL MANAGEMENT,45,AGENCY SERVICES,11800000,4060000,3228715.56,exp ioc 12.11.2019,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0303,0303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2019
2020,0304,TECHNOLOGY MGMNT REVOLVING,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,29800,29763.96,exp ioc 03.11.2020,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0304-B,0304,2,NA,1,TECHNOLOGY MGMNT REVOLVING,H,Revolving Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2020
2021,0304,TECHNOLOGY MGMNT REVOLVING,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,53000,32809.62,NA,1180,1,00,00,.,.,GROUP INSURANCE,H,REVOLVING FUNDS,NA,0304-B,0304,2,NA,1,TECHNOLOGY MGMNT REVOLVING,H,Revolving Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2021
2022,0304,TECHNOLOGY MGMNT REVOLVING,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,47000,25119.84,exp_ioc_22.08.01,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,25119.84,0304-B,0304,2,NA,1,TECHNOLOGY MGMNT REVOLVING,H,Revolving Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2022
1998,0308,PAPER & PRINTING REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,5300,4440.24,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0308,0308,0,NA,1,PAPER & PRINTING REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,1998
1998,0308,PAPER & PRINTING REVOLVING,416,CENTRAL MANAGEMENT,05,ILLINOIS INFORMATION SERVICES,11800000,21200,12865.82,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0308,0308,0,NA,1,PAPER & PRINTING REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,1998
1999,0308,PAPER & PRINTING REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,5500,4856.64,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0308,0308,0,NA,1,PAPER & PRINTING REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,1999
1999,0308,PAPER & PRINTING REVOLVING,416,CENTRAL MANAGEMENT,05,ILLINOIS INFORMATION SERVICES,11800000,21900,13919.36,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0308,0308,0,NA,1,PAPER & PRINTING REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,1999
2000,0308,PAPER & PRINTING REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,5800,5543.76,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0308,0308,0,NA,1,PAPER & PRINTING REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2000
2000,0308,PAPER & PRINTING REVOLVING,416,CENTRAL MANAGEMENT,05,ILLINOIS INFORMATION SERVICES,11800000,18200,18127.25,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0308,0308,0,NA,1,PAPER & PRINTING REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2000
2001,0308,PAPER & PRINTING REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,7400,6689.52,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0308,0308,0,NA,1,PAPER & PRINTING REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2001
2001,0308,PAPER & PRINTING REVOLVING,416,CENTRAL MANAGEMENT,05,ILLINOIS INFORMATION SERVICES,11800000,22200,20636.96,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0308,0308,0,NA,1,PAPER & PRINTING REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2001
2002,0308,PAPER & PRINTING REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,8400,7948.08,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0308,0308,0,NA,1,PAPER & PRINTING REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2002
2002,0308,PAPER & PRINTING REVOLVING,416,CENTRAL MANAGEMENT,05,ILLINOIS INFORMATION SERVICES,11800000,25200,24628.2,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0308,0308,0,NA,1,PAPER & PRINTING REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2002
2003,0308,PAPER & PRINTING REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,9300,7996.56,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0308,0308,0,NA,1,PAPER & PRINTING REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2003
2003,0308,PAPER & PRINTING REVOLVING,416,CENTRAL MANAGEMENT,05,ILLINOIS INFORMATION SERVICES,11800000,27900,25605.36,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0308,0308,0,NA,1,PAPER & PRINTING REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2003
2004,0308,PAPER & PRINTING REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,11000,9398.24,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0308,0308,0,NA,1,PAPER & PRINTING REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2004
2004,0308,PAPER & PRINTING REVOLVING,416,CENTRAL MANAGEMENT,05,ILLINOIS INFORMATION SERVICES,11800000,33000,28519.72,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0308,0308,0,NA,1,PAPER & PRINTING REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2004
2005,0308,PAPER & PRINTING REVOLVING,416,CENTRAL MANAGEMENT,01,BUREAU OF ADMIN OPERATIONS,11800000,12000,1009.12,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0308,0308,0,NA,1,PAPER & PRINTING REVOLVING,H,Revolving Funds,1,1,not refund,0,1,416,416,2005
